DbaseID,Region,City,Source,TreeID,Park/Street,SpCode,ScientificName,CommonName,TreeType,Age,DBH (cm),TreeHt (m),AvgCdia (m),Leaf (m2),Lat,Long
3994,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,113,Street,ULPU,Ulmus pumila,Siberian elm,BDL,68,133.6,25,23.5,1684.9,40.585258,-105.084419
3995,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,114,Street,CEOC,Celtis occidentalis,Northern hackberry,BDL,54,79.6,23,14.5,1171.1,40.585258,-105.084419
3996,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,114,Street,FRAM,Fraxinus americana,White ash,BDL,11,14,7,5.1,84.6,40.585258,-105.084419
3997,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,116,Street,POSA,Populus sargentii,Plains cottonwood,BDL,102,155.2,21,17.7,954.9,40.585258,-105.084419
3998,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,117,Street,GLTR,Gleditsia triacanthos,Honeylocust,BDL,29,47.2,17,15.5,682.8,40.585258,-105.084419
3999,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,117,Street,POSA,Populus sargentii,Plains cottonwood,BDL,62,127,21,15.1,1423.2,40.585258,-105.084419
4000,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,118,Street,PIPO,Pinus ponderosa,Ponderosa pine,CEL,29,33.9,11.5,6.2,220.4,40.585258,-105.084419
4001,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,118,Street,ULPU,Ulmus pumila,Siberian elm,BDL,30,70.3,12,12.3,535.5,40.585258,-105.084419
4002,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,119,Street,PIPO,Pinus ponderosa,Ponderosa pine,CEL,29,33.3,10,7.6,147.6,40.585258,-105.084419
4003,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,120,Street,FRAM,Fraxinus americana,White ash,BDL,22,25.1,12,8.6,367.5,40.585258,-105.084419
4004,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,121,Street,ACSA1,Acer saccharinum,Silver maple,BDL,34,53.4,24,14.6,936.8,40.585258,-105.084419
4005,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,123,Street,TICO,Tilia cordata,Littleleaf linden,BDL,3,8.4,4.5,2.3,5.2,40.585258,-105.084419
4006,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,124,Street,ACPL,Acer platanoides,Norway maple,BDL,33,26.1,14.5,8,325.8,40.585258,-105.084419
4007,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,125,Street,CEOC,Celtis occidentalis,Northern hackberry,BDL,41,54.1,23,11.9,680.6,40.585258,-105.084419
4008,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,126,Street,GLTR,Gleditsia triacanthos,Honeylocust,BDL,1,4.8,5.5,2.3,2.4,40.585258,-105.084419
4009,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,127,Street,GLTR,Gleditsia triacanthos,Honeylocust,BDL,21,27.1,11,10,252.6,40.585258,-105.084419
4010,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,130,Street,QUMA1,Quercus macrocarpa,Bur oak,BDL,22,40.2,13,11.8,357.9,40.585258,-105.084419
4011,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,131,Street,FRAM,Fraxinus americana,White ash,BDL,39,46.7,18,14.4,516.7,40.585258,-105.084419
4012,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,131,Street,FRPE,Fraxinus pennsylvanica,Green ash,BDL,29,50.9,23.5,16.4,996,40.585258,-105.084419
4013,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,132,Street,TICO,Tilia cordata,Littleleaf linden,BDL,15,12.6,7.5,4.7,91,40.585258,-105.084419
4014,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,134,Street,ACSA2,Acer saccharum,Sugar maple,BDL,1,3.5,4,1.2,4.2,40.585258,-105.084419
4015,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,134,Street,TICO,Tilia cordata,Littleleaf linden,BDL,12,16.9,6,4.6,52,40.585258,-105.084419
4016,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,135,Street,QUMA1,Quercus macrocarpa,Bur oak,BDL,3,7.4,5.5,2.3,4.9,40.585258,-105.084419
4017,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,135,Street,TICO,Tilia cordata,Littleleaf linden,BDL,8,10.3,6.5,3.9,18.1,40.585258,-105.084419
4018,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,135,Street,ULAM,Ulmus americana,American elm,BDL,42,108.4,19,19.6,-1,40.585258,-105.084419
4019,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,136,Street,POSA,Populus sargentii,Plains cottonwood,BDL,82,114,18,19.8,661.4,40.585258,-105.084419
4020,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,136,Street,ULAM,Ulmus americana,American elm,BDL,42,87.1,13,16,-1,40.585258,-105.084419
4021,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,137,Street,PIPU,Picea pungens,Blue spruce,CEL,15,12.4,6.5,3.9,12.9,40.585258,-105.084419
4022,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,137,Street,QUMA1,Quercus macrocarpa,Bur oak,BDL,11,10.9,5.5,3.5,13.6,40.585258,-105.084419
4023,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,137,Street,ULPU,Ulmus pumila,Siberian elm,BDL,42,89.7,19,19.1,679.1,40.585258,-105.084419
4024,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,139,Street,FRAM,Fraxinus americana,White ash,BDL,29,42.3,11.5,11,486.3,40.585258,-105.084419
4025,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,140,Street,FRAM,Fraxinus americana,White ash,BDL,29,54.2,13.5,14.1,518.2,40.585258,-105.084419
4026,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,140,Street,POSA,Populus sargentii,Plains cottonwood,BDL,22,30.3,10,4.6,-1,40.585258,-105.084419
4027,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,141,Street,FRAM,Fraxinus americana,White ash,BDL,29,49.5,12,14.5,696.1,40.585258,-105.084419
4028,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,142,Street,FRAM,Fraxinus americana,White ash,BDL,29,49.4,13,13.3,468.6,40.585258,-105.084419
4029,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,142,Street,POSA,Populus sargentii,Plains cottonwood,BDL,22,39.5,10.5,11.3,-1,40.585258,-105.084419
4030,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,143,Street,FRAM,Fraxinus americana,White ash,BDL,29,50.8,14,13.4,655.3,40.585258,-105.084419
4031,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,143,Street,POSA,Populus sargentii,Plains cottonwood,BDL,22,37.3,10,8.8,-1,40.585258,-105.084419
4032,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,144,Street,POSA,Populus sargentii,Plains cottonwood,BDL,22,37.9,10.5,7.7,-1,40.585258,-105.084419
4033,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,145,Street,POSA,Populus sargentii,Plains cottonwood,BDL,22,38.1,12.5,7.2,-1,40.585258,-105.084419
4034,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,146,Street,POSA,Populus sargentii,Plains cottonwood,BDL,25,49,17,12.6,-1,40.585258,-105.084419
4035,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,146,Street,ULAM,Ulmus americana,American elm,BDL,74,85,23.5,15.4,226.1,40.585258,-105.084419
4036,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,146,Street,ULPU,Ulmus pumila,Siberian elm,BDL,22,60.1,20.5,13.2,362.8,40.585258,-105.084419
4037,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,147,Street,POSA,Populus sargentii,Plains cottonwood,BDL,25,45.7,13,11.3,-1,40.585258,-105.084419
4038,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,147,Street,PY,Pyrus sp.,Pear,BDM,1,5.9,4,1.6,7.3,40.585258,-105.084419
4039,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,148,Street,FRPE,Fraxinus pennsylvanica,Green ash,BDL,15,17.9,6.5,5.6,125.5,40.585258,-105.084419
4040,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,148,Street,FRPE,Fraxinus pennsylvanica,Green ash,BDL,23,32.5,10,9.8,243.3,40.585258,-105.084419
4041,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,148,Street,POSA,Populus sargentii,Plains cottonwood,BDL,22,29.5,13,9.5,-1,40.585258,-105.084419
4042,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,150,Street,ACPL,Acer platanoides,Norway maple,BDL,59,47.9,11,11,299.3,40.585258,-105.084419
4043,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,150,Street,ULPU,Ulmus pumila,Siberian elm,BDL,27,92.1,22,14.7,971,40.585258,-105.084419
4044,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,152,Street,ULPU,Ulmus pumila,Siberian elm,BDL,27,51.3,16,10.8,743.6,40.585258,-105.084419
4045,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,153,Street,PINI,Pinus nigra,Austrian pine,CEM,14,16.3,6.5,4,82.9,40.585258,-105.084419
4046,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,154,Street,POSA,Populus sargentii,Plains cottonwood,BDL,10,26.7,8,8.8,200.8,40.585258,-105.084419
4047,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,155,Street,GLTR,Gleditsia triacanthos,Honeylocust,BDL,9,17.9,12,8.5,277,40.585258,-105.084419
4048,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,157,Street,GYDI,Gymnocladus dioicus,Kentucky coffeetree,BDL,24,24.4,12,10.2,410.7,40.585258,-105.084419
4049,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,161,Street,PINI,Pinus nigra,Austrian pine,CEM,14,18.6,8.5,4.5,91.7,40.585258,-105.084419
4050,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,162,Street,PINI,Pinus nigra,Austrian pine,CEM,14,18.4,6,4.6,75.1,40.585258,-105.084419
4051,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,162,Street,PY,Pyrus sp.,Pear,BDM,1,5.8,3.5,2.1,11.1,40.585258,-105.084419
4052,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,163,Street,ACSA1,Acer saccharinum,Silver maple,BDL,62,96.1,25,17.3,527.9,40.585258,-105.084419
4053,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,164,Street,QUMA1,Quercus macrocarpa,Bur oak,BDL,63,56.2,23,12.3,1015.8,40.585258,-105.084419
4054,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,166,Street,FRPE,Fraxinus pennsylvanica,Green ash,BDL,10,20.6,11,7.2,176.2,40.585258,-105.084419
4055,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,167,Street,PINI,Pinus nigra,Austrian pine,CEM,26,49.1,12,12.3,256.5,40.585258,-105.084419
4056,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,168,Street,GLTR,Gleditsia triacanthos,Honeylocust,BDL,12,14.8,7.5,5.4,47.1,40.585258,-105.084419
4057,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,169,Street,FRPE,Fraxinus pennsylvanica,Green ash,BDL,19,31.8,14,10.9,425.8,40.585258,-105.084419
4058,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,169,Street,ULAM,Ulmus americana,American elm,BDL,48,63.2,18,12.5,1280.3,40.585258,-105.084419
4059,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,170,Street,MA2,Malus sp.,Crabapple,BDS,3,2.5,3,1.1,0.9,40.585258,-105.084419
4060,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,170,Street,POSA,Populus sargentii,Plains cottonwood,BDL,70,102.1,24.5,15.9,1024.7,40.585258,-105.084419
4061,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,170,Street,PY,Pyrus sp.,Pear,BDM,16,16.8,9,5.7,81.9,40.585258,-105.084419
4062,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,172,Street,TICO,Tilia cordata,Littleleaf linden,BDL,22,31.7,14,10,276.5,40.585258,-105.084419
4063,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,175,Street,PINI,Pinus nigra,Austrian pine,CEM,31,25.8,10.5,5.3,106.2,40.585258,-105.084419
4064,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,175,Street,POSA,Populus sargentii,Plains cottonwood,BDL,82,131,20,17.9,653.3,40.585258,-105.084419
4065,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,176,Street,QUMA1,Quercus macrocarpa,Bur oak,BDL,3,6.3,5,1.9,2.7,40.585258,-105.084419
4066,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,178,Street,ACSA1,Acer saccharinum,Silver maple,BDL,42,74.8,23,20.7,2559.4,40.585258,-105.084419
4067,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,179,Street,PIPU,Picea pungens,Blue spruce,CEL,33,37.9,17,7.3,-1,40.585258,-105.084419
4068,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,180,Street,PINI,Pinus nigra,Austrian pine,CEM,14,17.8,7.5,4.2,86,40.585258,-105.084419
4069,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,181,Street,ACPL,Acer platanoides,Norway maple,BDL,33,22.8,14,9.3,5.7,40.585258,-105.084419
4070,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,186,Street,ACPL,Acer platanoides,Norway maple,BDL,22,27.4,12,8.9,187.8,40.585258,-105.084419
4071,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,186,Street,GLTR,Gleditsia triacanthos,Honeylocust,BDL,44,40.8,13,14.6,481,40.585258,-105.084419
4072,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,186,Street,TIAM,Tilia americana,American basswood,BDL,17,13.5,6,3.8,32.2,40.585258,-105.084419
4073,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,190,Street,ULAM,Ulmus americana,American elm,BDL,72,93.4,23.5,20.3,1056.9,40.585258,-105.084419
4074,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,191,Street,MA2,Malus sp.,Crabapple,BDS,3,5,3,2.1,6.5,40.585258,-105.084419
4075,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,194,Street,PIPU,Picea pungens,Blue spruce,CEL,72,82.6,26,11.8,532,40.585258,-105.084419
4076,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,196,Street,QUMA1,Quercus macrocarpa,Bur oak,BDL,63,56.1,15,15.4,671.1,40.585258,-105.084419
4077,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,197,Street,CEOC,Celtis occidentalis,Northern hackberry,BDL,61,91.1,22,17.8,1678.3,40.585258,-105.084419
4078,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,198,Street,GLTR,Gleditsia triacanthos,Honeylocust,BDL,9,25.6,13,9,289,40.585258,-105.084419
4079,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,202,Street,FRPE,Fraxinus pennsylvanica,Green ash,BDL,44,46.7,13,14,369.1,40.585258,-105.084419
4080,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,203,Street,CEOC,Celtis occidentalis,Northern hackberry,BDL,76,83.8,23.5,19.9,2217.8,40.585258,-105.084419
4081,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,208,Street,PIPO,Pinus ponderosa,Ponderosa pine,CEL,14,22.1,5,4.4,24.4,40.585258,-105.084419
4082,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,209,Street,ACSA1,Acer saccharinum,Silver maple,BDL,46,65.9,17.5,14.7,968.3,40.585258,-105.084419
4083,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,210,Street,GYDI,Gymnocladus dioicus,Kentucky coffeetree,BDL,6,6.6,4.5,3.3,23.4,40.585258,-105.084419
4084,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,210,Street,MA2,Malus sp.,Crabapple,BDS,26,48,10.5,12.6,345.2,40.585258,-105.084419
4085,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,211,Street,QUMA1,Quercus macrocarpa,Bur oak,BDL,3,5.1,4,1.9,6.6,40.585258,-105.084419
4086,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,212,Street,PINI,Pinus nigra,Austrian pine,CEM,44,47.5,13,8.3,303.7,40.585258,-105.084419
4087,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,213,Street,CEOC,Celtis occidentalis,Northern hackberry,BDL,6,6.3,5.5,2.2,7,40.585258,-105.084419
4088,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,213,Street,PIPO,Pinus ponderosa,Ponderosa pine,CEL,14,16,5,3.6,25.8,40.585258,-105.084419
4089,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,214,Street,PINI,Pinus nigra,Austrian pine,CEM,44,49.1,10,9.4,276.7,40.585258,-105.084419
4090,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,214,Street,ULAM,Ulmus americana,American elm,BDL,87,96.4,20,18.5,1270.2,40.585258,-105.084419
4091,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,215,Street,MA2,Malus sp.,Crabapple,BDS,26,28,10,12.1,297.1,40.585258,-105.084419
4092,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,215,Street,PY,Pyrus sp.,Pear,BDM,6,10.2,6.5,4.1,47.1,40.585258,-105.084419
4093,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,219,Street,PIPO,Pinus ponderosa,Ponderosa pine,CEL,32,33.8,13.5,6.5,199.6,40.585258,-105.084419
4094,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,220,Street,PY,Pyrus sp.,Pear,BDM,3,3.2,3,1.6,3.1,40.585258,-105.084419
4095,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,221,Street,ACPL,Acer platanoides,Norway maple,BDL,63,62.1,15,15.3,804.2,40.585258,-105.084419
4096,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,221,Street,FRPE,Fraxinus pennsylvanica,Green ash,BDL,33,37.3,18,10.7,663.3,40.585258,-105.084419
4097,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,222,Street,ACSA1,Acer saccharinum,Silver maple,BDL,25,38.7,16,11,492.2,40.585258,-105.084419
4098,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,222,Street,TICO,Tilia cordata,Littleleaf linden,BDL,1,3.3,3,1.8,0.9,40.585258,-105.084419
4099,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,224,Street,PIPO,Pinus ponderosa,Ponderosa pine,CEL,37,31.3,9,8,185.7,40.585258,-105.084419
4100,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,226,Street,ULAM,Ulmus americana,American elm,BDL,79,121.3,28.5,30.8,-1,40.585258,-105.084419
4101,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,227,Street,ACSA2,Acer saccharum,Sugar maple,BDL,19,17.6,8,7.9,319.7,40.585258,-105.084419
4102,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,228,Street,MA2,Malus sp.,Crabapple,BDS,26,40.1,12,11.8,-1,40.585258,-105.084419
4103,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,228,Street,POSA,Populus sargentii,Plains cottonwood,BDL,102,136,25.5,19.5,1742.3,40.585258,-105.084419
4104,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,235,Street,ACSA1,Acer saccharinum,Silver maple,BDL,66,76.2,17,16.6,1079.8,40.585258,-105.084419
4105,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,235,Street,PR,Prunus sp.,Plum,BDS,8,9.4,4,3.2,25,40.585258,-105.084419
4106,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,238,Street,PIPU,Picea pungens,Blue spruce,CEL,26,40.8,10,8.4,236.2,40.585258,-105.084419
4107,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,238,Street,PINI,Pinus nigra,Austrian pine,CEM,11,23.4,6,5.5,58.6,40.585258,-105.084419
4108,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,238,Street,PY,Pyrus sp.,Pear,BDM,4,5.8,3,2.3,6,40.585258,-105.084419
4109,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,239,Street,CEOC,Celtis occidentalis,Northern hackberry,BDL,6,10.2,7,5.4,65.3,40.585258,-105.084419
4110,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,245,Street,CEOC,Celtis occidentalis,Northern hackberry,BDL,65,60.8,21,13.1,767.6,40.585258,-105.084419
4111,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,245,Street,ULPU,Ulmus pumila,Siberian elm,BDL,42,53.8,21,14.5,818.6,40.585258,-105.084419
4112,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,249,Street,PIPU,Picea pungens,Blue spruce,CEL,42,46.9,14,6.6,219.4,40.585258,-105.084419
4113,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,249,Street,PIPU,Picea pungens,Blue spruce,CEL,26,50.2,9.5,9.1,220.8,40.585258,-105.084419
4114,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,251,Street,PINI,Pinus nigra,Austrian pine,CEM,37,52.7,15.5,10.1,419.7,40.585258,-105.084419
4115,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,252,Street,TIAM,Tilia americana,American basswood,BDL,37,43.6,16,10.8,510.3,40.585258,-105.084419
4116,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,253,Street,QUMA1,Quercus macrocarpa,Bur oak,BDL,18,23.3,10,8.7,162.1,40.585258,-105.084419
4117,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,253,Street,TICO,Tilia cordata,Littleleaf linden,BDL,37,46,16,9.6,447.3,40.585258,-105.084419
4118,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,253.1,Street,MA2,Malus sp.,Crabapple,BDS,10,19.5,5.5,5.6,49.6,40.585258,-105.084419
4119,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,254,Street,ULAM,Ulmus americana,American elm,BDL,77,139.5,21.5,29.3,3548.6,40.585258,-105.084419
4120,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,255,Street,PIPO,Pinus ponderosa,Ponderosa pine,CEL,11,8.9,3,2.6,28.9,40.585258,-105.084419
4121,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,258,Street,GLTR,Gleditsia triacanthos,Honeylocust,BDL,19,29.9,18,12.6,306.8,40.585258,-105.084419
4122,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,259,Street,ACPL,Acer platanoides,Norway maple,BDL,57,59.4,17,12.9,598.8,40.585258,-105.084419
4123,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,259,Street,CEOC,Celtis occidentalis,Northern hackberry,BDL,3,5.1,5.5,1.8,5.4,40.585258,-105.084419
4124,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,260,Street,ACSA1,Acer saccharinum,Silver maple,BDL,73,79.8,22.5,16,1025.4,40.585258,-105.084419
4125,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,260,Street,TIAM,Tilia americana,American basswood,BDL,38,45.5,22,8.5,651.2,40.585258,-105.084419
4126,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,262,Street,TIAM,Tilia americana,American basswood,BDL,38,53.2,19,11.1,1050.6,40.585258,-105.084419
4127,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,264,Street,TIAM,Tilia americana,American basswood,BDL,38,43.8,20,9.1,550.2,40.585258,-105.084419
4128,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,264,Street,TICO,Tilia cordata,Littleleaf linden,BDL,5,8.9,5.5,2.5,32.7,40.585258,-105.084419
4129,NMtnPr,"Fort Collins, CO",FNLMasterData.xls:SPSS & FNL dbase working,269,Street,ACPL,Acer platanoides,Norway maple,BDL,52,56.7,14,12.4,607.3,40.585258,-105.084419
